Yorum;Etiket
"bu filmi alirken çok merak ederk almistim ama tam bir düs kirikligi yasadim filmin yarisi porno üzerine kurulu ve dier yarisi iskence bu tür filmlerden iireniorum. 
";positive
"eyyyy ahalii,,, harbi on numara film. filmin stili, öldürme tarzlari, kevin bacon un oyunculugu sahane... kesinlikle izleyin.... 
";positive
"fragmani baska yerden izleyip buraya yorum mu yaziyorsunuz fragmani bulamadim ben bu sitede. 
";negative
"bende filmi begenenlere inanamiyorum. filmin yarisi flu goruntulerle geciyor. ani sesler ve goruntulerle insanlari korkutmayi denemisler. basit bir film. tavsiye etmem. 
";negative
"oyuncuya bakarak izleyebileceginiz filmlerden birisi.acayip bi konusu yok fakat anthony hopkins yine muhtesem ,adeta oyunculuk dersi veriyor.. 
";positive
"filme dün arkadasimla birlikte gittik.ve ikimizde hiç bisey anlamadan oradan ayrildik.resmen hayal kirikligi yasadik.film gerçekten çok kötüydü.oyuncular,kostümler hersey çok güzel fakat konu olarak hiç begenmedim.babam ve oglumdan sonra çagan irmak beklentileri kesinlikle karsilayamamis.. 
";negative
"arkadaslar siddetle filmi size tavsiye ediyorum son zamanlarda izledigim en iyi filimlerden hayatin gerçeklerini yüzünüze tokat gibi vuran yüregimi acitan bir filim olmus.filimde gözlerim dolmadi hiç sadece kendimi tutamadim hiçkira hiçkira agladim ulasmis will simith muhtesem bence. 
";negative
"twk kwlimw muhtesem tabi bir neil ganman serisi takipcisi olarak olaya birazda yanli baktigimi var sayarsak film muhtesem ozelliklede olayin cok farkli bir boyutta var olmasi bilindik hikayeleri gibi her zaman varlar fakat biz goremedik  
";positive
"öylesine gittigim bi filmdi ama çok eglendim. demek ki romantik komedi de o kadar asagilanasi bir tür degilmis. fransizlar yapmis merak eden varsa buyursun gitsin, çok eglenecek.. 
";positive
"hayyam gariboglunun yegeni kiz arkadasini ayni bu filmdeki gibi dogradi. böyle zararli filmleri potesto ediyorum!. 
";negative
bence çok güzel bir film.izlemekten de asla sikilmam.film 3 sekilde anlatiliyor.olmadi bir daha olmadi bir daha ve sonunda sans yüzlerine gülüyor hem de baya gülüyor.franka potenteyide moritz bleibtreude çok seviyorum.ikisinin oldugu bütün filmleride seviyorum..;positive
"arsive koyabilecegim bir film. yillar sonra bile heyecanla izlenebilicegini biliyorum.. 
";positive
insani germeyi basarammais,konusu vasatin altinda,bazi ölüm sahneleri ile film kurtarilmaya çalisilmis bir film puan bence fazla hakki en fazla 5.filmin sonu gelsin de görelim ne olacak diyorsunuz..;negative
"valla her zaman diyorum bu kele utanmadan hala film çekiyorlar hala jason stathamden bruce willis yaratmaya çalisiyorlar ama olmuyo olmuyo berbat berbat ötesi bir film robert knepper olmasa hiç izlemezdim onun için izledim ama tek kelimeyle vakit kaybi. 
";negative
"insanin içinde olumlu ya da olumsuz hiçbr duygu uyandirmayan; politik desen degil, romantik desen degil, dram desen degil, aksiyon desen hiç degil, komik desen o da yok bir filmdi kendileri...izlemeseniz gerçekten hiçbir sey kaybetmezsiniz. safsatadan ibaret.... 
";negative
"aglamaktan perisan oldugum bir filmdi.. 
";positive
"igrenç bi film gelmis geçmis en korkutucu degeri olmayan film diyebilirim zaman ve para kaybi. 
";negative
berbat. bu filme 685.000 seyircinin gitmesi üzüntü verici. arkadaslarimin gülüp, egleniriz israri üzerine gidip bir milyon kere pisman oldugum verdigim 10ytl 'nin 1 kurusunu haketmeyen berbat bile degil 'gerçekten berbat' film..;negative
oyuncu - christian bale olurda film güzel olmazmi 5 kere izledim + kaç kisiye izlettim hatirlamiyorum herkez hasta oldu filme ama dedigim gibi oyuncu büyüsü var film büyüsü yok sabirsizlikla dark knighti bekliyorum christian bale bütün filmlerini izlemenizi tavsiye ederim iyi seyirler. .;positive
burleks ne yazmis çözemedim.. film felaket 3-4 sefer fragmanini izledim ama filmi izlemek kismet olmadi saçma görünmesi halinde kendini izleticek bir film olduguna inaniyorum...;positive
"mumyanin çünde ne isi var. bu aralar çin tarihiyle okadar cok film çeviriyorlarki gören duyanda bisey sanacak. çin seddinin yapilis amaçini hatirlatirim. neyse film benim için vasat ötesi . zaman kaybi. 
";negative
tamamiyle cocuklara yonelik ..... yasiniz 13 ve alti ise izleyin yoksa uzak durun .... 4-10 efectler icin ....;negative
"tamamiyla berbat ötesi.... 
";negative
"sikici. robert de niro'nun yan rolünün de filme hiç bir katkisi da yok... . 
";negative
"bi filmde bu kadar siradisilik olmas bi arada rodrigez mi yoksa tarantinomu deidim acaba yönetmen film güsel hos eplenceli ama ben size baska bi statham filmi öneriyim revolver ama iiki kisi izliyin film bitince birbirinizin agzini kapatirsiniz. 
";positive
"yok böyle bi film. çember film diye nitelendirilen, (sonu ile basi ayni zaman) ne kadar üstad varsa hepsinin rol aldigi, üstüne bi de tarantinonuin yönetmenligini yaptigi bir basyapit!. . bu kadar basit bir konu ve bu kadar dar bir zaman dilimi bu kadar güzel mi islenir.. 
";positive
"izlemeye deger ve sizi sürükleyecek kadar iyi islenmis bir film karayip korsanlari kadar fantastik vede süper bir asik olma hikayesi ii vakit geçirmek için kaçmaz....... 
";positive
"bence sikici. 
";negative
"kadro süper abi... kurgu da... baska da bir seye gerek yokl zaten aramayin bosu bosuna açigini.. tam aile filmi... 
";positive
"bu harika filmi illizyonistle kiyaslamayalim lütfen.prestij izledigim en iyi filmlerden biri burdaki bütün iyi yorumlari gerçekten hak ediyor.izlemeyenler mutlaka seyretsin.. 
";positive
"sakin gitmeyin, igrenç bir film. kutsal damacana filminin komedi olmayani. bi ara muratgilin damindan sarkisi söylemeye baslayacak zannetim. verdi kutsali verdi kutsali.. 
";negative
hayatimda izledigim en güzel flimlerden bir tanesiydi flim çok sürükleyiciydi gerçekten mükkemmel bi senaryo bu flimme diyecek bi söz bulamiyorum bence aldigi 7 osakarida sonuna kadar haketmis ölmeden önce izlenecek flimlerden bi tanesi .;positive
"çok buyuk bir istekle gittim o kadar abartilara göre cok saçma bir film cikti hüsrana ugradim.cok saçma ve anlamsiz sonunda neden kizi tekettigini kendisi bile bilmiyorr saçma sapan anlamsiz pismanliklarla dolu bir film .cok berbat paraniza yazik etmeyin .güzel diye yazilan yorumlarada inanmayin. 
";negative
bu filmi izlemediyseniz,bence izlemeyin bir ihtimal daha var ,oda abuzer kadayifi izleyin. (arkadaslar izlemediginiz yada fragmanlarin gazina gelipte filmlere yüksek not verip izleyicileri yaniltmayalim lütfen.300 filminde niçi bu ugurda sinema severler olarak sehit ve gaziler verdik );negative
"tokyo yarisi kadar güzel degildi ama yinede idare eder bence filmde lucas black de olabilirdi.yinede daha uzatilmamali isin civini çikarmasinlar.... 
";negative
"ben film genelini begenmedim arkadaslar sikti beni izlerken. 
";negative
"çok büyük hayal kirikligina ugradim , bazi efektler güzel sayilabilir ama oyuncularin performanslari iyi degil. 
";negative
"cok kotuydu eger makaslanmamissa sahneler bu adam filmden hiç anlamiyor. 
";negative
"yeni izledim çok güzel bir filmdi..bence mutlaka arsivinizde olmasi gerekir. 
";positive
"kaliteli bir film ,içinde tartisma yaratacak çok yer var..kazanmak için adamlar neleri feda ediyorlar...final güzel olmus..arada olanda kadinlara olmus... 
";positive
"insanin bogazini dügümleyen bir film. herkesin izlemesi gereken bir film. babalar da sever ama belli etmez..... 
";positive
"savasi elestiren bi film eyvallah iide... cok sikici ben pek sevmedim.... 
";negative
"valla pek bekledigim gibi cikmadi . 
";negative
"hç böyle bir film beklemiyordum sinemaya girerken ama kurgu oyunculuk mükemmel herkes gitmeli.. 
";positive
gerçekten çok ama çok sikici bir film 60. dakikaya kadar zoraki belki biseyler olur diye dayandim ama ben hiç bir sey bulamadim filmde...;negative
"acayip hayal kirikligina ugradigim bi film cem yilmaz dan daha guzel bi film beklerdim tek güldügüm yerler: çanakkale geçilmez ve o ninenin ölümü  
";negative
.5 vasat üstü bir film sonunu daha iyi baglayabilirlerdi.. artik böyle film yapmayin lütfen....;negative
"william wallace destanini anlatan bir saheser.. .  mel gibson, hem oyuncu hem yonetmen olarak kusursuz..... . muzikler ise zaten gelmis gecmis en iyi film muzikleri( james horner ustadan). 
";positive
süper filmdi neresini begenmediniz. 2. 3. filmi merak ediyom.;positive
"film harika ötesi, denecek baska bir sey yok.oyuncular süper.. 
";positive
"film gerçekten çok hos...hele ilk yarisi daha sicak...tavsiye ederim.. (azerotth)müzigi not ettiginiz için tessekkürler çok hosuma gitmisti.. 
";positive
"türünün en müthis filmi......saw gibi anlamsiz vahset içermiyor en azindan.. 
";positive
"birinci film müthisti ama bu filmi begenmedim aslan filmin sonunda gelio ve yine herseyi okurtarmis gibi görünüo tam bir hayal kirikligi ayricada oyuncular çok yapmacik oynamis sanki biraz da baska filmlerden alinti yapilmis - artik diger filmleri beklicez eminim bundan daha ii olacaktir. 
";negative
"kokusmus hollywood romantizminden öte gerçekten çok hos bir film. bastan sona zevkle izledik.... 
";positive
"franka potenteyi izlemek ve soundtrackleribi dinlemek yeter... 
";positive
yaziklar olsun diyorum baska birsey demiyorum. filmin çekilmesi varan 1, bunun yayinlanmasi varan 2, oscar adayi olmasi varan 3. yani saka gibi. çok ama çok kötü bir film. burnuma çok kötü kokular geldi..;negative
"zaman kaybi.... 
";negative
"izledigim en harika filmlerden birisi! etkisinde kaldigim nadir filmlerden biri. . 
";positive
"bence süper filmdi .jet li kadar jason stathamda süper oynamis en sewdigim aksiyon oyuncusudur ztn .filmin konusu klasik gelebilir ama jet li we jason filme farkli bi hawa katmis bu ikiliden daha iyi bi ikili olamazdi bnce ..  kesinlikle izlemenizi tawsiye ediyorum ... 
";positive
"bunlarin hepsi yasanmis... hepsi gerçek!. 
";negative
"film hakkinda olumsuz yapanlar sanirim normal bir korku filmi izlemek için geçmisler ekranin basina bu filmi muhtesem yapan zaten gerçek yasanmis olaylar olmasi herseyiyle bilindik bir amerikan korku filmi ancak altini çizerek söylüyorum olaylar gerçek izlerken yok artik dedirtiyor. 
";positive
"bu filme gitmeden önce çok methini duydum ama gördüm ki oyunculuk berbatti ve issiz adamin cinselligiyle doldurulmus karelerden ibaretti.haksizlik etmeyeyim sonlara dogru bir kaç duygusal sahne vardi o kadar.aslinda begendigim tek sey filmin müzikleriydi.. 
";negative
"filmleri vampir filmleri su filmleri bu filmleri diye siniflandirmaya hiç gerek yok. van helsingle bu flmi ayni kategoride ele almak bastan hata olur. bu filmi ancak saçma veya gereksiz filmler kategorisine koyabiliriz.gereksiz ve sanatsal içerik arayan entel sinema severler için essiz bir film. 
";negative
"süper süper yok böyle replikler yaa hepsi sanki edebi bir romandan çikmis gelmiss,romantizm derinlerde yer aliyor ama ben büyülendim filmde bidaha olsa bidaha izlerim  
";positive
"muhtesem bir film ya. ben kiz bu dansi dedeme ithaf ediyom diyince falan koptum.. hayat konusunda çok güzel seyler söylüyor. herkes izlemeli.... 
";positive
"bu filme emek harcandigini sanmiyorum...bel alti esprilerinden baska bir sey yok...onu amerikan pastasi da yapiyor kötü bir film olmasina ragmen daha çok güldürür...olmamis.... 
";negative
"bu film bence komedi filmi.korkunun k`si yok.izlerken uyudum desem yalan olmaz.. 
";negative
"bu film sirf oyuncu kadrosu için bile izlenebilir ama filmde güzel zaman zaman komik espirilerde var bos zamaniniz varsa izleyebilirsiniz.... 
";positive
kesinlikle kaçirmayin! 3d olmasinin verdigi avantaj ile film sizi içine öyle kolay çekiyorki etkisinden kurtulmaniz zor oluyor. sanki filmi izlemedim yasadim. çok basariliydi. bir daha bir daha gitmek istiyorum..;positive
"film müzikleri kötümakyaj ve oyunculuk kötüsahneler basit sonuç olarak vasat bir film.. 
";negative
"süper bir filmdi sonuda güzeldi çok güzel bir konusu war izlemenizi tavsiye ederim . 
";positive
"ben cidden çok begendim..gayet basarili bir is olmus. çilginca bir film...herkesin izlemesi lazim  
";positive
çok farkli beklentilerle izledim ancak hayal kirikligina ugradim...1 saatte 10 adim atabilen zombilerin 80 lerde kaldigini saniyordum ama yanilmisim çok daha güzel yapilabilirdi....;negative
"o kadar saçma sapan bi film ki yani...korktugum tek bir sahne bile hatirlamiyorum.. kesinlikle bos bir film... 
";negative
"bence guzel ve hic sikilmadan izlencek bi film izlemenizi tavsiye ederim. 
";positive
yönetmen yazik etmis dünyanin en iyi kurgularindan birine... 2. yi çekip de rezil etmemesi için 10 üzerinden 1!.;negative
"arkadaslar yapmayin lütfen filmin güselligini göz ardi edemessiniz yok bella güsel yok edword yakisikli die islenio diyemessiniz ben filmi merakla bekledim ama yok o yakisikli yok o güsel die degil cidden güsel sürükleyici film en azindan merak ettirio seriyi.... 
";negative
"bi film bu kadar ii bi kadroyla ancak bu kadar kötü bitirilebilirdi... yönetmen ve senaristi tebrik ediyorum..... 
";negative
"gerçek bir saheser,son anlarina titremenin esiginde gireceginiz kurgu olayini bitirmis bir basyapit örnegi..nolan gerçekten bu isi biliyor kurgunun bir film için rejisör kadar önemli oldugunu bir kez daha ortaya koyuyor..hep insani akil defterine bakmaya zorluyor iyi ki de yapiyor... 
";positive
"arkadaslar film klasik bir gerilimdi ama heycan dolu sahneleride var izlemeye her yönüyle deger.( ben bu filme gülenlere kara cahil derim). 
";positive
çok iyi bir fantastik yapim...freaaser iyi oynamis...3d olarak izlerseniz çok daha keyif alinir...ben izlerken çok keyif aldim...çok iyi bir macera...izlenebilir....;positive
çok berbat bi film.izlemeye basladiktan 15 dakka sonra sonunu tahmin ettim.izlemeyin paraniza yazik.;negative
"tam çagan irmak'a yakisir bir film olmus. gerçekten hayatimda izledigim en güzel türk filmi idi. insallah çagan irmak filmlerinin devami gelir... bu filmi izlemekle kalmayip arsivinizede ekleyin.... 
";positive
"ben hayatimda bu kadar kötü film izlemedim yaww...resmen cem yilmaz adini kullanarak paramizi yok etti 
";negative
sinemada gösterimde iken kaç kere izlemistim. . daha sonra evimde vcd'de izledim defalarca.... . ve bugün gittim bu filmin dvd'sini aldim!!!. . en az 10-15 kere izlemisimdir. . oturur sikilmadan bir 10 kere daha izlerim bu filmi!. .;positive
"bu fiml dram ve aksiyondan çok komiklik üzerine yapilmis ben sürekli güldüm bence komik bi filmdiama iyi bi filmdi. 
";positive
mükemmel, 10 numara..!.;positive
"kesinlikle tavsiye etmem.. nicholas cage diye gitmeyin,. büyük hayalkirikligi.. bayiltici agirlikta bir tempo,anlamsiz diyaloglar,bölük pörçük bir anlatim.. kisaca fiyaskooo!!!. 
";negative
"felaket... on dakikalik hikayesi var... çok kötü maalesef. 
";negative
"süperdii!! bence bu filmi begenmeyenler inanilmaz büyük beklentiyle gidiyor filme biraz daha gerçekçi olalim!! finali basta olmak üzere çook zekice bir film.... 
";positive
filmden çok millet neyapiyor diye baktim kalbim350 atiyordu korktum seyretmedim etrafa bakindim.;negative
"çok aptal bir filmhayal kirikligina ugradim walla.... 
";positive
"herkezin izleyip arsivine katmasi gereken filmlerden biri tek klimeyle harika. 
";positive
"tüyler ürperten oyunculuklar. sürprizin de sürprizi gelismeler... kaybetmeyen 'insanlik'... . 
";positive
"böyle filmler gördükçe türk sinemasindan soguyor insan.. yazik!... 
";negative
"arkadaslar samimi söylüyorum hayatimda bu kadar berbat film görmedim. hani showtv tarzi film deriz ya, onu bile hak etmiyor... bu filme para verip zaman harcayip gittigime bin pismanim. kesinlikle önermiyorum. eminim filmi izleyenlerin çogunlugu da benim gibi düsünüyordur.... 
";negative
"ilk filmin yanina bile yaklasamaz bu senaryo ile...tek kelimeyle berbat. 
";negative
"son derece kopuk, basarisiz ve soguk bir film. zaman kaybi.. 
";negative
tek kelimeyle muhtesem ötesi.ilizyonu gerçek ile hile arasindaki farki anlatan 4 4lük bir film .;positive
"burdaki yorumlara bakarak izledim ama hiç begenmedim çok basitti vasatin altinda yani tamamen zaman kaybi. 
";negative
