Yorum;Etiket
"kurtlar vadisi dizisini ve daha eski filmleri izlemesek filmi anlayablirmiyiz ? gzel olrmu ?. 
";negative
"böyle bir aksiyon gelmemisti aman allahim dedirtecek bir film simdi geidim filmden ama hala adrenalin icimde bisiler yapasim geldi cikinca filmden tehlikeli yani  
";positive
"filmin yapilacagini ögrendigimde çok umutlanmistim ancak fragmanini ve oyuncu kadrosunu görünce büyük bir hayal kirikligina ugradim.... 
";negative
"@ leonswatyok öyle birsey.herkes yorumunu özgürce yapmakta serbesttir!iyi o zaman her filme sadece begenenler yazsin, 'çok iyi film, mükemmel film, süper be' tümr yorumlaru hep böyle olsun ne güzel olur degil mi?!farkli fikirlere,begenilere saygi duymayi ögrenin azcik.... 
";negative
"aglanasi filim. aslinda forrest en akil dolu insan... aglamak aglamak.... 
";positive
"bu filmde marc anthony oynadigina göre süper bir filmdir..jennifer lopez de filmde hector lavoe nin esini oynuyor..bence jennifer lopez in olmasi daha iyi.çünkü gerçek hayattaki kari-koca uyumlarinin filme yansimasi çok önemli... 
";positive
"bu adama bayiliyorum bence izlenmesi gereken bir film çok aksiyonlu degisik yanliz ilk izlediginizde anlam veremiyorsunuz ama ikinci izlediginizde çok zevkli oluyor bu arada filmin dvd si de çikti bence kaçirmayin herkese tavsiye ederim . 
";positive
"cok guzeldi dun gece izledim ve gerildigimi hissettim,tek basiniza kaldiginizi dusunmek cansiz mankenlerle sohbet etmeye calismak...will smith bu duygulari cok iyi yansitmis beyaz perdeye...gorunmeye deger bir film kesinlikle.... 
";positive
"izlenmeye deger bir film.. 
";positive
"filmin bence tek iyi yani müzigi gerisi bombos. ticari amaçla yapilmis bir film zaten ne kadar basarili olabilir ki. 
";negative
"güzel bir korku hikayesi olmus , yilin filmi degil ama güzel. 
";negative
"tamamen piyasa filmi stanhamin ayni rolü ayri filmlerde tekrar etmesi beni sikti artik.filmde bence öyle çok farkli bir sey de yok klip gibi film olmus bence sinema bu deil dedigim gibi piyasa filmi. 
";negative
"oldukça klasik bir intikam senaryosu üzerinde kurulmus bir film olsada iyi bir islenisi ve sürükleyici bir yapisi var.. 
";positive
"gerçekten çok etkiliyiciydi,son yillarin en iyi dram filmi diyebilirim hatta filmin teknik açidan bir çok eksigi vardi ama bunlara deginmek istemiyorum filme aglamak duygulanmak için gitmistim ve bunu da fazlasiyla aldim,tebrikler çagan irmak...!. 
";positive
"basit bir senaryo, kafa karistirmaya yönelik replikler ve ayrintilar, adina müzik diyemedigim senfonik sesler ve gösterisli ama yapmacik hollywood görselligi. inception gereksiz bir aksiyon filminden baska bir sey degil; tipki dark knight gibi.. 
";negative
"çok güzel ve anlamli bir film.insan gerçekten etkilenmeden olamiyor.dostluk vurgusu filme çok güzel islenmis.tekdüzelikten uzak bir film.bazi insanlar bu tür filmleri her ne kadar sikici da bulsa bu filmden eminim keyif alacaklardir.hayatta mutlak suretle izlenmesi gereken filmlerden biri.... 
";positive
alaaddinin sihirli lambasi ,5.;negative
"çok güzel bir filmdi.birincisi kadar güzeldi.bence izlenmesi gereken bir film.insallah üçüncüsüde güzel olur. 
";positive
"joker disinda hiçbir sey veremeyen basit, siradan aksiyon filmi. halbuki batmanin dünyasi çok farkli.. 
";negative
"yav bide böle bi filmin nasil bu kadar hayrani oluyor anlamis degilim diyecem ama sanirim robert pattinson hayranligindan.oda oyunculugundan degil çocugun yakisikliligindan... 
";negative
"arkadaslar sakin bu filme para harcamayin berbat bir film tahammül edilemez birsey . 
";negative
"knslkle hayal krikligi olmamis üstad olmamis... ortada derli toplu bir konu yok mekanlarin güzelligi görsellik disinda filmde bisi yok çok sikici hatta uykum bile geldi paraniza yazik edersnz .... 
";negative
"arkadaslar eger biraz filmden anliyosan su kadarini soyleyebilirim...mükemmel ötesi bir film...bence bu filmi izlemeyen cok sey kaciriyor.... 
";positive
"bence bu tür filmler türk sinemalarinda bulunmamali diyecek baska sözüm yok.... 
";negative
"arkadaslar hiç tereddüt etmeden gidin bu film'e sinirlarinizi tahmin bile edemeyeceginiz biçimde asiyor!!!!. 
";positive
"izledigim en vasat filmlerden biri dayanamadim artik konu berbat. 
";negative
film 2007 yapimi ve hala gelecek de gelecek. ispanya buraya uzakta herhaldeki 2 senede gelemedi..;negative
"filme büyük bir beklentiyle gitmedim ama izleyiciyi bu kadar hafife alan bir film de izlememistim. ses, effect, konu, görsellik hiç bir sey yok. bosuna para ve zaman verip, böyle filmlere prim vermeyin derim.. 
";negative
"yasadigimiz gezegende son 450 yil içinde yapilmis en iyi film...testere 1in sonunda agziniz açik kaliyo ya;iste o, bu filmde 4-5 kez basiniza geliyo.inanilmazdi..";positive
"gayet hos bir film fakat belli bir süreden bayabiliyor..sizi diger gerilim korku filmleri gibi koltugunuza baglamiyor..fakat hersey filmin sonunda yatiyor bence o son icin kimsenin salondan ayrilmamasi gerek..ingilizcesini izledim bazi yerlerini anlayamadim o yüzden türkcesininide izleyecegim... 
";positive
"bagimsizlik üzerine yapilmis en iyi film.. 
";positive
"bilemiyorum ama benim fantastik sinemadan anlayanlari büyük bir hayal kiriklgina ugratacak beni ugratti çünkü fragman ne kadar da yaniltici oluyor.... 
";negative
"bence çok eglenceli bir film ve animasyon-gerçek uayrlamasini çok iyi yapmislar.filmi bastan sona hiç sikilmadan izledim.herkese mutlaka gitmesini tavsiye ederim.... 
";positive
"gerçekten çok hos ve degisik bir film ve gerçek bir dram.emile hirsh mükemmel oynamis.sean penn de kalitesini göstermis.milk de gicik olmustum ama bu filmi izleyince yine kendisini takdir ettim.. 
";positive
"film kesinlik güzel bir film. konusu çok etkileyici. film akici, ancak ask o kadar etkileyici gelmedi, insani duygulandirmiyor . 
";positive
"filmin ilk yarisi çok iyiydi.morgan biraz daha görünseymis iyi olurmus.. 
";positive
"finali tahmin edebilmek en kötüsü... ama yine de iyiydi.... 
";positive
"animasyon ya da yari animasyon filmleri severim. ama bu film bir çocuk masali bence. çocuklar izlemeli sadece. yetiskinlere hitap eden hiçbir yani yok. yetiskin gözünden . ama dedigim gibi bir çocuk filmi oldugunu düsündügüm için puanlamiyorum.. 
";negative
"size yemin edrim ki bu kdr iyi kurgulanmis bir film daha görmedim.filmin sonuna kadar kimin ne yapayacagini tahmin edemiyosunuz ve sonu da bir o kadar sasirtici bitiyor.inanin bu filmi alin ve izleyinnnn. 
";positive
"savas filmlerinden hiç hoslanmadigim için filmi izlememistim.dvdsini aldim ve ilk defa dün gece izledim..ve sunu söylüyorum...yaziklar olsun bana.düne kadar film izlememisim... 
";positive
"ilkten sikilacagimi düsünmüstüm ama gerçekten çok eglenceli bir filmdi hayatimin ilk müzikal filmiydi. 
";positive
"bence bu kadar puani haketmiyor.ama yinede seyirlik bir aile filmi olmus.çocuklarinizla izleyebilirsiniz.. 
";positive
kutuk79 görüslerime katilan tek kisisin tebrik ediyorum kesinlikle tavsiye etmedigm bir film vasat.;negative
"bir kere baslangici ile sonu ofsayt.izlemeye deymez bir film.. 
";negative
"ben bu filmi çok begendim. izlemesi zevkli eglenceli bi film olmus. hem romantik hem komik.hemde heycanli.. 
";positive
"bence film yarida basliyo gibi neyin ne oldugunu anlamadan da film bitiyor. 
";negative
"süper bi senaryo. 
";positive
"kos forrest kos diye insani gaza getiren ve o gazla bi dünya is yaptiran ve sonunda tesekkürü hakeden bir film.. 
";positive
"sok edici,sinir bozucu.... 
";positive
filmi simdi izledim.gerçekten hersey gibi bunun da abdnin abartmasi olarak yorumlayabilirim.izledigim en kötü korku filmi diyebilirim.en azindan saçma dedigimiz filmlerde bile en az 1 defa irkilirdim.tam bir hayal kirikligi.bunu izleyeceginize gidin rec i tekrar izleyin . .;negative
"berbat,sikici yorum yapilcak bir film degil... tamamen zaman kaybi...(). 
";negative
"ya arkadaslar zaman ve para kaybi gereksiz bombosss. 
";negative
"çok hos bir film.bence en iyi tom hanks filmi bu.er ryani kurtarmak ve yesil yoldan daha iyi oldugunu düsünüyorum.izlenmesi gerken bir film.izlerken hos vakit geçiriyorsunuz.. 
";positive
"kevin costner in son yillarda oynadigi en iyi film.özellikle filmin kurgusu harikaydi.bu türü sevenler izlemeli.. 
";positive
"bunu televizyonda izledim ve ortasindayken açtim ve sanki filmi en basindan izliyomusum gibi kapildim birden bire yani söyleyecegim tek sey çok sansli oldugumdur. 
";positive
"flm cok gzl kirsten daha minicik:)ama cok gzl oynamis ztn dierlerine lafim yoq tek kelimele spr. 
";positive
"çok duragan ve konu çok basit bu kadar bekledikten sonra renonun bu filmi olmamis . 
";negative
"insanlarin hayatina müzik ve sevgi asilarsan onlari tedavi edebilirsin. aynen bilim adamlari gibi ...dünyayi kötü hale getirmeye çalisan insanlar bir gün bile tatil yapmiyor ...karanliga isik tutun .... 
";positive
"film bastan sona insani geriyor ve korku ögeleri gayet itinali seçilmis. son bölümdeki duygusal ve inceden verilen mesajlar basarili buluyorum. ancak filmin sonunu tam anlayamdim!!. 
";positive
yapilan olumsuz yorumlari anlamsiz buldum.film çok basarili sürükleyici bir gerilim filmi.zatem ilki basarili bulundugu için 2.seriside çikmis hayirli olsun (:.;positive
ya arkadaslar inanin bu filme iyi yorum yazanlari anlamiyorum tmm otel 1 gayet güzldi ama 2.çok kötüydü bence ben burdaki yorumlara baktim izlemeden önce biri diodiki sonu çok sürprizli ya ne sürprizi kizin kafasiyla top die çocuklar oynuyo ne saçma.;negative
"süpper bi flmdi. bekledigimden cok daha iyidiicogu sahnede sasirmamak elde deil zati.. hugh jackman oyunculugunu bu filmdede göstermis en muhtesem sekliyle !izlenmesi gerek!(diorum). 
";positive
"süper bir film ben o filmi izledim.süper bir film.bayildim!.... 
";positive
olumsuz yorum yapanlar bence filmden anlamiyor. bu film hayatta izlenmesi gereken 20 filmden biri. bu filmi izlemeden ölmeyin. ve tabi er yani kurtarmak ve yesil yolda tom hanksin diger iki basyapiti .;positive
"mükemmel kadro,mükemmel yönetmen ve senarist. böylesi güzel bir filmin çikmasi olasi. tebrikler.... . not : bence ""gönül yarasi""ndan sonra ""babam ve oglum"" da oscar yolcusu..  
";positive
"bu filmi izledikten sonra hirsin insana neler yaptirdigini daha iyi anliyorum.ayrica akil akildan üstündür sözünüde hatirlatiyor.güzel bir film... 
";positive
"bosu bosuna geçirilen onca dakika. tamam konu güzel olabilir ama oyunculuk bu kadar kötü, bu kadar abarti olursa verdigim paraya acirim. ya siz çok sanatsal açidan bakiyorsunuz, ya da ben güzel filmden anlamiyorum.. 
";negative
"bence aldigi puanin daha üstünde bir film bende  veriyorum. 
";positive
"güzel bir film.... 
";positive
"zamaninizada yazik paranizada sakin izlemeyin. ben film çeksem daha güzel olur yaw  
";negative
"senaryoyu begenmedim kiz yanlis adami tercih etti.. gerçi kadinlarin dogru adami seçtigi nerde görülmüs ki... . 
";negative
"bende hiçbisey beklemeden basladim izlemeye.ama karsima çikan film gerçekten çok güzeldi. bu kadar haksiz elestiriyi ve puani haketmiyor.. 
";positive
"bn bu filme arkadasimin zoruyla gittim ama çok begendim.çok güzel bir film.izlemenizi tavsiye ederim.. 
";positive
hikayesi, oyuncularin performansi kadar iyi degildi. nasil desem sanki bir seyler eksik gibiydi. ama filmin sonu bu hikayenin eksikligini gidermeye yetti de artti bu film hikayesi disinda 10 u hakeder. bu haliyle .;positive
"bu tür filmler gereksiz bana göre..orijinal hababam sinifi serilerinin gölgesinde kalacagi kesin.insanlar ister istemez orijinal serilerle karsilastiriyorlar,haklilar.farkli isimlerde farkli senaryolar yazilsa çok daha fayda saglanirdi türk sinemasina... 
";negative
"bencede çok güzel en azindan su an vizyonda olan filmlere baktigimizda gidilecek tek film.. :=). 
";positive
sakin para veripte izlemeye kalkmayin, tamamen vakit kaybi ve çok seviyesiz bir film. 10 üzerinde 1... o da 0 vermek mümkün olmadigi için..;negative
"çok güzel bi film ama aglamak isteyen izlesin bi de konu o kadar etkilemio ama ne biliiim insana müzikte çarpinca aglio iste ayrica çagan irmak bütün hünerini gösterio onu da tebrik etmek lazim.... 
";positive
bide ganster ya bu filmde sadece bir kisi ölüyor ve bazi sahneler oldugundan fazla...arkadaslar bufilmin 2.side yoldaymis reklamlarinda ve zaten filmin sonunda söyleniyor ama vakit harcamaya degmeyen bir yapit....;negative
1995 ten bu yana bu tür filmler artti , o zamanlar basarili sayilabilecekse de suan emin degilim. konusu baya siradan ..;negative
"yaaa ben bu film müthisti diyen insanlarin sinemadan hiçbisi anlamadigini düsünüyorumm..türk insanina oldukça uzak bi hikaye,neredeyse tamami yatakta geçen bi ilk yari,sanki röportaj verir gibi konusan bi ada ve en önemlisi kötü yönetmenlik. 
";negative
he unutmusum, 5 adamdan birisi çok marifetli, seytana kafa atiyor (asli osmanli torunu olabilir);negative
"ya insan filmi izlemeden niye yorum yapar hadi yorumu anladik ama puani neye verir hakkaten inanilir gibi degil.... 
";negative
"vasati asamayan bir film.filmin sizde biraktigi hiç bir tat yok.zamaninizi bosa harcamayin derim.. 
";negative
"gerçekten çok güzel bi filmdi aglamaktan gözlerim kipkirmizi olmustu.. 
";positive
"bu filmmiydi yoksa ona benzer bisey mi? jason'a hiç gitmemis.. vakit kaybi.. hele sondaki düsüs sahnesi çok basit.. sokaktaki sevisme sahnesi de yersiz ve saçma olmus.. fazla söze gerek yok... 
";negative
"farkli bi havasi olmasiyla birlikde eglenceli güzel bi film. 
";positive
"kubilayin halk kahramani oldugu gerçegi bu filmin 'izlenemyecek kadar kötü' hatta 'berbat ötesi' oldugu gerçegini degistirmiyor. izlemeyin kesinlikle zaman kaybi , para kaybi.... 
";negative
8 puan bu film için çok fazla. gereksiz bir amerikan filmi bir kaç sahne hariç güldürdügüde yok zaten. senaryo çok zayif. kaliteli bi film izlemek istiosaniz bunu izlemeyin derim üzgünüm ama .;negative
1974 çekimide güzel bu filmin tavsiye....;positive
"türk sinemasinin yüzaklarindan biri.. hele de eskiya filminden sonra yeniden canlanmaya baslayan türk sinemasinin taçlandirilmasi bu film.. muhtesem. on verdim helal olsun 
";positive
"filmin ne özgünlükle ne de gerçeklikle bir alakasi var. çok saçma buldum. birçok eski türk filmi buna tas çikartir. ayrica özellikle bos finalden de tamamen özentiden ibaret oldugu izlenimi veriyor. izlemenizi tavsiye etmem.. 
";negative
"ilk defa beyazperdede bir filme yorum yazmama neden olan film!!çok duygusal olan bu filmde özellikle gerard butler filmi izlenmeye deger kiliyor.çok tavsiye ediyorum herkese,özellikle erkeklere  
";positive
"gerçekten çok güzel bir film basta biraz kafam karisti ama sonu çok güzeldi. 
";positive
"hababam sinifi bir idoldür bizim için..onun adini kullanip reklam yaparak böyle saçma sapan filmlerin çekilmesine tahammül bile edemiyorum..hababam sinifi diyince kemal sunal, tarik akan, adile nasit gibi ustalar geliyor bizim aklimiza, seda sayan lar degil... 
";negative
"kelimeler yetmez..bir klasik. 
";positive
"berbat bir film. seviyesizlik üst düzeyde.. 
";negative
"yazik olmus güzelim oyunculara bence ikisininde en kötü filmi. 
";negative
"abi tek kelimeyle müthis bir film.beni üzen tarihimzde bu kadar sanli zaferler varken daha bir tane dogru dürüst bunlari perdeye yansitamamamiz.. 
";positive
"orphan yetim demek neden böyle saçma sapan bir çeviri ile ""evdeki düsman"" demisler. . çevirmeeyin abi filmleri birakin millet orphan diye adlandirsin yada adam gibi çevirin. 
";negative
"uzun zamandir izledigim en etkileyici film.. çok dingin, ama bu dinginligi içinde dopdulu bir film. insanlarin hayatina yakindan sahit olmanin ne kdr farkli bir bakis açisi yaratabilcegini gösteriyor bize. ... 
";positive
"berbat bi film. 
";negative
"o kadar özgün bir senaryosu ve o kadar etkili bir oyunculugu varki etkisinden uzun süre kurtulamayacaginiz filmlerden biri babam ve oglum.gözyaslarima hakim olamadim gerçekten duygu yüklü bir film.hayran kalmamak elde degil.... 
";positive
"prestige in yönetmenine yakismadi bu film. tamamen saçmalamislar. hayal kirikligi. 
";negative
´ kalbini dinle ´filmlerin içerigi ile bu kadar anlamli ve uyumlu bir isim seçildigine pek sahit olmuyoruz...masalsi sunumuyla muhakkak etkisini gösteren bir melodram...7'.;positive
"güzel anlatilmis bir senaryo,izlenilmesi gereken bir son ve harcanmis bir emek.......izleyin derim güzel bir özgürlük hikayesi farkli bir son. 
";positive
